tr_mse,epoch,val_mse,val_mae
0.24640236977411775,0,0.18254324793815613,39.49713134765625
0.10628502770346038,1,0.1282976269721985,31.8289852142334
0.04820771538177315,2,0.0833195224404335,24.179336547851562
0.03743820181306528,3,0.06740766763687134,21.479408264160156
0.034578037277168155,4,0.05534319579601288,19.418479919433594
0.03234299044219815,5,0.044072411954402924,17.496992111206055
0.03595534560023522,6,0.04045403003692627,16.8601131439209
0.033271144733441116,7,0.04441864416003227,17.5618896484375
0.03549304285219738,8,0.03487567603588104,15.848106384277344
0.03456855603322691,9,0.030670147389173508,15.095685958862305
0.03992082216605848,10,0.0277266725897789,14.541565895080566
0.02945986572577029,11,0.026371965184807777,14.244200706481934
0.03837480044410545,12,0.02587486244738102,14.100990295410156
0.03497305405991418,13,0.026544494554400444,14.232579231262207
0.03009491124931647,14,0.025438344106078148,13.906999588012695
0.03389344638099476,15,0.025346964597702026,13.952299118041992
0.030685224855432704,16,0.02508406527340412,13.890178680419922
0.028656454832882296,17,0.025058168917894363,13.69788932800293
0.02971514504478902,18,0.02549280785024166,13.961567878723145
0.032937366743477026,19,0.02624977007508278,14.098642349243164
0.02991245704113829,20,0.02415342442691326,13.604640007019043
0.03332490261111941,21,0.0240327101200819,13.585617065429688
0.031174445942956572,22,0.026815520599484444,14.146913528442383
0.030738976365905637,23,0.02352406270802021,13.4066743850708
0.03243009213890348,24,0.023413050919771194,13.379319190979004
0.030830915299795415,25,0.023762596771121025,13.475578308105469
0.023373759066571995,26,0.02328755147755146,13.190226554870605
0.027787880647727952,27,0.023153088986873627,13.159930229187012
0.03338016934540807,28,0.022651003673672676,13.099848747253418
0.028994840474761262,29,0.022594090551137924,13.128646850585938
0.025910664273768057,30,0.024175219237804413,13.537179946899414
0.027176024810392028,31,0.02247961051762104,13.11166000366211
0.026794701795644905,32,0.022375421598553658,13.06811237335205
0.025284251996449063,33,0.021932946518063545,12.895559310913086
0.024625155542578017,34,0.021706797182559967,12.834707260131836
0.027111020789728785,35,0.021913710981607437,12.947808265686035
0.024933154485663588,36,0.02242223732173443,13.071086883544922
0.030871643247653027,37,0.027660870924592018,14.224353790283203
0.02555072718128866,38,0.023945802822709084,13.260875701904297
0.021247041544743946,39,0.023767776787281036,13.317076683044434
0.02995141464456612,40,0.028281213715672493,13.762412071228027
0.02932675198024633,41,0.024530824273824692,13.434737205505371
0.029275434224733284,42,0.025542454794049263,13.88101863861084
0.022379816680842518,43,0.0243062786757946,13.473174095153809
0.03265513696147091,44,0.024640344083309174,13.611763000488281
0.020605805158919216,45,0.02743607759475708,14.205445289611816
0.028613298551692645,46,0.026622824370861053,14.048372268676758
0.0259892431905075,47,0.023754693567752838,13.3403902053833
0.02702071730579649,48,0.025029052048921585,13.694870948791504
0.026077770837107484,49,0.03121924214065075,14.335079193115234
0.028933388770234828,50,0.02868739329278469,14.037395477294922
0.027569369622031038,51,0.04339069873094559,17.28584861755371
0.028259222908895845,52,0.035922277718782425,15.878050804138184
0.027311409842603062,53,0.026186957955360413,14.017109870910645
0.02883665476526533,54,0.025587033480405807,13.894801139831543
0.03073253512990718,55,0.02422753907740116,13.43390941619873
0.028080221027972137,56,0.024688463658094406,13.650712013244629
0.02757051723952196,57,0.026187319308519363,14.01342487335205
0.03003953648160915,58,0.0320000983774662,15.13498306274414
0.029154795050925136,59,0.02536046877503395,13.833064079284668
0.026820107838329003,60,0.025335803627967834,13.826598167419434
0.03134359077227359,61,0.03018610179424286,14.767166137695312
0.031286245021893054,62,0.02758440375328064,14.259272575378418
0.027587336317008854,63,0.02433839999139309,13.544459342956543
0.025001295291039408,64,0.02540157362818718,13.822380065917969
0.026164721393463562,65,0.025253189727663994,13.790620803833008
0.028055897324669118,66,0.02411937713623047,13.489532470703125
0.026814468737159456,67,0.027156321331858635,14.153749465942383
0.026508258541627805,68,0.03353976458311081,15.416576385498047
0.026460172380415762,69,0.027274208143353462,14.140398025512695
0.025715201332861065,70,0.026591604575514793,13.977310180664062
0.025476569423870166,71,0.023318074643611908,13.247723579406738
0.028299916307536924,72,0.03134710341691971,14.170990943908691
0.028307124516185448,73,0.11280429363250732,29.20393943786621
0.025942637109938934,74,0.031193820759654045,14.389842987060547
0.03047553487882322,75,0.024693898856639862,13.644968032836914
0.026245037892035077,76,0.02515275590121746,13.486451148986816
0.023481600290658523,77,0.025296252220869064,13.438043594360352
0.02464703253793473,78,0.024061646312475204,13.463838577270508
0.02930544514437111,79,0.026782618835568428,14.073514938354492
0.02547089101708665,80,0.02379237487912178,13.362110137939453
0.022383296976284106,81,0.024517035111784935,13.236947059631348
0.03228128469568126,82,0.023532414808869362,13.249019622802734
0.0270687997797314,83,0.0265508983284235,14.004555702209473
0.024289824068546295,84,0.02483944222331047,13.65483283996582
0.02520685483302389,85,0.023863932117819786,13.398244857788086
0.028146509537283256,86,0.024844545871019363,13.640981674194336
0.02717868816487643,87,0.024772008880972862,13.617086410522461
0.0282192803843289,88,0.023580824956297874,13.313338279724121
0.02640982810407877,89,0.023968402296304703,13.112027168273926
0.027965540788611586,90,0.023291384801268578,13.217938423156738
0.024710224523228044,91,0.02636912651360035,13.932591438293457
0.027848330383398096,92,0.02367723174393177,13.325750350952148
0.026569542227959146,93,0.029493872076272964,14.556418418884277
0.02602223002788972,94,0.02353333681821823,13.266794204711914
0.02595492467588308,95,0.022555600851774216,12.792647361755371
0.028664372937411677,96,0.029045147821307182,14.432920455932617
0.02387368587815032,97,0.023493247106671333,13.210505485534668
0.0248082485049963,98,0.033451445400714874,15.353384971618652
0.028824031177185933,99,0.024893712252378464,13.586164474487305
